Last Connect Timestamp	First Usage Timestamp	Last Usage Timestamp	Bundle Name	Process Name	Type	Wifi In (Bytes)	Wifi Out (Bytes)	Mobile/WWAN In (Bytes)	Mobile/WWAN Out (Bytes)
2023-07-09 08:44:09	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.Music	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.Music	255	0.0	0.0	39218087.0	0.0
2023-07-09 08:44:12	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.tips	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.tips	Process	0.0	0.0	74717.0	34918.0
2023-07-09 08:44:12	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.videos	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.videos	Process	0.0	0.0	130819.0	60259.0
2023-07-09 08:44:12	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.findmy	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.findmy	Process	0.0	0.0	360.0	144.0
2023-07-09 08:44:13	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.compass	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.compass	Process	0.0	0.0	2120.0	708.0
2023-07-09 08:44:13	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.gamecenter	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.gamecenter	Process	0.0	0.0	745288.0	29319.0
2023-07-09 08:44:15	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.tv	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.tv	Process	0.0	0.0	256961.0	40702.0
2023-07-09 08:44:15	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.AppStore	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.AppStore	Process	0.0	0.0	89443.0	106466.0
2023-07-09 08:44:16	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.mobilemail	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.mobilemail	Process	0.0	0.0	126656.0	69895.0
2023-07-09 08:44:16	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.Fitness	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.Fitness	Process	0.0	0.0	458074.0	11872.0
2023-07-09 08:44:17	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.mobiletimer	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.mobiletimer	Process	0.0	0.0	52738.0	23608.0
2023-07-09 08:44:20	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.news	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.news	Process	0.0	0.0	2223.0	1070.0
2023-07-09 08:44:22	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.Home	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.Home	Process	0.0	0.0	684.0	258.0
2023-07-09 08:44:28	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.stocks	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.stocks	Process	0.0	0.0	307665.0	25409.0
2023-07-09 08:44:29	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.facetime	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.facetime	Process	0.0	0.0	48685.0	27992.0
2023-07-09 08:44:29	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.weather	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.weather	Process	0.0	0.0	16437.0	6639.0
2023-07-09 08:44:34	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.mobilesafari	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.mobilesafari	Process	0.0	0.0	157520.0	77329.0
2023-07-09 08:44:34	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.mobileslideshow	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.mobileslideshow	Process	0.0	0.0	8281.0	2780.0
2023-07-09 08:44:34	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.mobilephone	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.mobilephone	Process	0.0	0.0	302647.0	182088.0
2023-07-09 08:44:34	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.podcasts	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.podcasts	Process	0.0	0.0	7973.0	4589.0
2023-07-09 08:44:34	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.reminders	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.reminders	Process	0.0	0.0	1385266.0	83941.0
2023-07-09 08:44:34	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.iBooks	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.iBooks	Process	0.0	0.0	83759.0	47530.0
2023-07-09 08:45:10	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.shortcuts	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.shortcuts	Process	0.0	0.0	26075.0	17372.0
2023-07-09 08:45:45	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.Passbook	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.Passbook	Process	0.0	0.0	510804.0	40499.0
2023-07-09 08:48:06	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.MobileStore	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.MobileStore	Process	0.0	0.0	945.0	364.0
2023-07-09 08:48:08	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.MobileAddressBook	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.MobileAddressBook	Process	0.0	0.0	2050.0	712.0
2023-07-09 08:48:09	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.mobilecal	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.mobilecal	Process	0.0	0.0	20072.0	6602.0
2023-07-09 08:48:10	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.Preferences	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.Preferences	Process	0.0	0.0	118423.0	48462.0
2023-07-09 08:48:10	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.mobilenotes	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.mobilenotes	Process	0.0	0.0	358884.0	20534.0
2023-07-09 08:48:28	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.Maps	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.Maps	Process	0.0	0.0	284015.0	11912.0
2023-07-09 08:48:47	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.Translate	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.Translate	Process	0.0	0.0	2062.0	724.0
2023-07-09 08:48:52	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.Bridge	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.Bridge	Process	0.0	0.0	116706.0	103097.0
2023-07-09 08:50:10	2023-07-09 06:19:36	2023-07-09 06:19:36	com.apple.Health	1FB47783-A2FE-47D9-B256-DF50EF44BBA4/com.apple.Health	Process	0.0	0.0	3495.0	1207.0
2023-07-09 08:50:11	2023-07-09 08:44:09	2023-07-09 08:44:09		CumulativeUsageTracker	Process	0.0	0.0	54696.0	18782.0
2023-07-09 09:15:38	2023-07-09 08:44:12	2023-07-09 11:11:18	com.apple.datausage.dns	mDNSResponder/com.apple.datausage.dns	Process	0.0	0.0	3305.0	1875.0
2023-07-09 09:15:41	2023-07-09 08:44:12	2023-07-09 11:04:27	com.apple.datausage.docsandsync	syncdefaultsd/com.apple.datausage.docsandsync	Process	0.0	0.0	10111.0	10137.0
2023-07-09 09:15:46	2023-07-09 08:44:12	2023-07-09 08:45:00	com.apple.datausage.networking	configd/com.apple.datausage.networking	Process	0.0	0.0	130660.0	40415.0
2023-07-09 09:15:46	2023-07-09 08:44:13	2023-07-09 08:51:37	com.apple.reminders	mDNSResponder/com.apple.reminders	Process	0.0	0.0	1807.0	786.0
2023-07-09 09:15:47	2023-07-09 08:44:13	2023-07-09 11:05:42	com.apple.datausage.location	locationd/com.apple.datausage.location	Process	0.0	0.0	2545.0	730.0
2023-07-09 09:15:47	2023-07-09 08:44:15	2023-07-09 11:03:56	com.apple.datausage.appleid	akd/com.apple.datausage.appleid	Process	0.0	0.0	3697.0	1500.0
2023-07-09 09:15:47	2023-07-09 08:44:16	2023-07-09 11:12:08	com.apple.datausage.applepushservice	apsd/com.apple.datausage.applepushservice	Process	0.0	0.0	205477.0	54429.0
2023-07-09 09:15:48	2023-07-09 08:44:16	2023-07-09 11:04:53	com.apple.datausage.general	nsurlsessiond/com.apple.datausage.general	Process	0.0	0.0	1058389.0	65285.0
2023-07-09 09:15:48	2023-07-09 08:44:16	2023-07-09 08:44:16	com.apple.datausage.softwareupdate	CommCenterMobile/com.apple.datausage.softwareupdate	Process	0.0	0.0	1249.0	1167.0
2023-07-09 09:15:48	2023-07-09 08:44:17	2023-07-09 08:47:33	com.apple.datausage.security	sharingd/com.apple.datausage.security	Process	0.0	0.0	73751.0	26615.0
2023-07-09 09:15:49	2023-07-09 08:44:20	2023-07-09 08:44:20	com.apple.datausage.security	trustd/com.apple.datausage.security	Process	0.0	0.0	37091.0	18992.0
2023-07-09 09:15:49	2023-07-09 08:44:22	2023-07-09 08:44:22	com.apple.corelocation.CoreLocationVanillaWhenInUseAuthPromptPlugin	mDNSResponder/com.apple.corelocation.CoreLocationVanillaWhenInUseAuthPromptPlugin	Process	0.0	0.0	11440.0	6822.0
2023-07-09 09:15:49	2023-07-09 08:44:28	2023-07-09 11:03:54	com.apple.datausage.voicemail	vmd/com.apple.datausage.voicemail	Process	0.0	0.0	391448.0	21129.0
2023-07-09 09:15:57	2023-07-09 08:44:29	2023-07-09 11:04:00	com.apple.datausage.findmyiphone	fmflocatord/com.apple.datausage.findmyiphone	Process	0.0	0.0	69604.0	34413.0
2023-07-09 09:15:59	2023-07-09 08:44:29	2023-07-09 11:03:59	com.apple.datausage.telephony	CommCenter/com.apple.datausage.telephony	Process	0.0	0.0	6440.0	2737.0
2023-07-09 09:16:00	2023-07-09 08:44:34	2023-07-09 11:10:06	com.apple.datausage.backup	backupd/com.apple.datausage.backup	Process	0.0	0.0	23103604.0	2214546.0
2023-07-09 09:16:00	2023-07-09 08:44:34	2023-07-09 08:44:35	com.apple.datausage.security	com.apple.Safari/com.apple.datausage.security	Process	0.0	0.0	32338.0	20766.0
2023-07-09 09:16:00	2023-07-09 08:44:34	2023-07-09 11:04:59	com.apple.datausage.messages	IMRemoteURLConne/com.apple.datausage.messages	Process	0.0	0.0	54481.0	15400.0
2023-07-09 09:16:00	2023-07-09 08:44:34	2023-07-09 08:45:33	com.apple.corelocation.CoreLocationVanillaWhenInUseAuthPromptPlugin	geod/com.apple.corelocation.CoreLocationVanillaWhenInUseAuthPromptPlugin	Process	0.0	0.0	26305.0	20125.0
2023-07-09 09:16:00	2023-07-09 08:44:34	2023-07-09 11:07:07	com.apple.datausage.itunesmedia	itunescloudd/com.apple.datausage.itunesmedia	Process	0.0	0.0	164207.0	100748.0
2023-07-09 09:16:00	2023-07-09 08:44:34	2023-07-09 08:52:09	com.apple.reminders	cloudd/com.apple.reminders	Process	0.0	0.0	45947.0	15901.0
2023-07-09 09:16:32	2023-07-09 08:45:10	2023-07-09 11:05:25	com.apple.datausage.appleid	identityservicesd/com.apple.datausage.appleid	Process	0.0	0.0	9060.0	5809.0
2023-07-09 09:17:47	2023-07-09 08:45:45	2023-07-09 11:05:17	com.apple.datausage.softwareupdate	CommCenterMobileHelper/com.apple.datausage.softwareupdate	Process	0.0	0.0	11443.0	2610.0
2023-07-09 10:32:43	2023-07-09 08:48:06	2023-07-09 08:48:06	com.apple.Maps	mDNSResponder/com.apple.Maps	Process	0.0	0.0	21285.0	17928.0
2023-07-09 10:32:44	2023-07-09 08:48:08	2023-07-09 10:42:24	com.apple.weather	mDNSResponder/com.apple.weather	Process	0.0	0.0	178844.0	38927.0
2023-07-09 10:42:20	2023-07-09 08:48:09	2023-07-09 10:42:25	com.apple.weather	WeatherWidget/com.apple.weather	Process	0.0	0.0	28673.0	6213.0
2023-07-09 10:42:28	2023-07-09 08:48:10	2023-07-09 11:05:46	com.apple.datausage.maps	geod/com.apple.datausage.maps	Process	0.0	0.0	17882.0	11878.0
2023-07-09 10:42:28	2023-07-09 08:48:10	2023-07-09 08:48:35	com.apple.datausage.softwareupdate	mobileassetd/com.apple.datausage.softwareupdate	Process	0.0	0.0	218307.0	171665.0
2023-07-09 10:42:28	2023-07-09 08:48:28	2023-07-09 08:50:08	com.apple.Maps	geod/com.apple.Maps	Process	0.0	0.0	47955.0	38534.0
2023-07-09 10:42:31	2023-07-09 08:48:47	2023-07-09 10:42:27	com.apple.MobileAddressBook	mDNSResponder/com.apple.MobileAddressBook	Process	0.0	0.0	2221.0	1056.0
2023-07-09 10:42:56	2023-07-09 08:48:52	2023-07-09 10:42:31	com.apple.MobileAddressBook	dataaccessd/com.apple.MobileAddressBook	Process	0.0	0.0	71079.0	20997.0
2023-07-09 10:46:28	2023-07-09 08:50:10	2023-07-09 10:59:25	com.apple.Preferences	mDNSResponder/com.apple.Preferences	Process	0.0	0.0	48973.0	21581.0
2023-07-09 10:47:23	2023-07-09 08:50:11	2023-07-09 10:59:28	com.apple.Preferences	Preferences/com.apple.Preferences	Process	0.0	0.0	72382.0	27434.0
2023-07-09 10:47:56	2023-07-09 09:15:38	2023-07-09 09:15:45	com.jdtech.CalculatorVault	mDNSResponder/com.jdtech.CalculatorVault	Process	0.0	0.0	60976.0	57534.0
2023-07-09 10:47:58	2023-07-09 09:15:41	2023-07-09 09:15:41	com.jdtech.CalculatorVault	appstored/com.jdtech.CalculatorVault	Process	0.0	0.0	5984.0	1734.0
2023-07-09 10:48:37	2023-07-09 09:15:46	2023-07-09 09:15:47	com.jdtech.CalculatorVault	Calculator/com.jdtech.CalculatorVault	Process	0.0	0.0	12411.0	6675.0
2023-07-09 10:49:28	2023-07-09 09:15:46	2023-07-09 10:42:24	com.apple.news	mDNSResponder/com.apple.news	Process	0.0	0.0	32545.0	8251.0
2023-07-09 11:03:52	2023-07-09 09:15:47	2023-07-09 09:15:47	com.apple.springboard	mDNSResponder/com.apple.springboard	Process	0.0	0.0	2038109.0	56874.0
2023-07-09 11:03:55	2023-07-09 09:15:47	2023-07-09 09:15:47	com.apple.AppStore	mDNSResponder/com.apple.AppStore	Process	0.0	0.0	7133.0	2833.0
2023-07-09 11:03:55	2023-07-09 09:15:47	2023-07-09 09:15:54	com.apple.AppStore	AppStore/com.apple.AppStore	Process	0.0	0.0	52206.0	31962.0
2023-07-09 11:03:55	2023-07-09 09:15:48	2023-07-09 10:42:26	com.apple.news	NewsToday2/com.apple.news	Process	0.0	0.0	37512.0	14168.0
2023-07-09 11:03:56	2023-07-09 09:15:48	2023-07-09 09:15:48	com.jdtech.CalculatorVault	trustd/com.jdtech.CalculatorVault	Process	0.0	0.0	9383.0	6591.0
2023-07-09 11:03:56	2023-07-09 09:15:48	2023-07-09 11:04:03	com.apple.datausage.iad	promotedcontentd/com.apple.datausage.iad	Process	0.0	0.0	29412.0	18847.0
2023-07-09 11:03:57	2023-07-09 09:15:49	2023-07-09 11:05:58	com.apple.AppStore	appstored/com.apple.AppStore	Process	0.0	0.0	13094.0	4211.0
2023-07-09 11:03:58	2023-07-09 09:15:49	2023-07-09 09:15:51	com.apple.datausage.icloud	familycircled/com.apple.datausage.icloud	Process	0.0	0.0	124199.0	8863.0
2023-07-09 11:03:58	2023-07-09 09:15:49	2023-07-09 09:15:50	com.apple.AppStore	mediaserverd/com.apple.AppStore	Process	0.0	0.0	29136.0	14046.0
2023-07-09 11:03:58	2023-07-09 09:15:57	2023-07-09 10:42:21	com.apple.mobilesafari	mDNSResponder/com.apple.mobilesafari	Process	0.0	0.0	12190.0	5258.0
2023-07-09 11:03:59	2023-07-09 09:15:59	2023-07-09 09:15:59	com.apple.mobilesafari	nsurlsessiond/com.apple.mobilesafari	Process	0.0	0.0	16188.0	15954.0
2023-07-09 11:03:59	2023-07-09 09:16:00	2023-07-09 10:42:26	com.apple.mobilesafari	com.apple.WebKit/com.apple.mobilesafari	Process	0.0	0.0	12481.0	7142.0
2023-07-09 11:03:59	2023-07-09 09:16:00	2023-07-09 09:18:21	com.apple.datausage.general	com.apple.WebKit/com.apple.datausage.general	Process	0.0	0.0	47495.0	10349.0
2023-07-09 11:03:59	2023-07-09 09:16:00	2023-07-09 09:19:13	com.apple.mobilesafari	MobileSafari/com.apple.mobilesafari	Process	0.0	0.0	11814.0	4583.0
2023-07-09 11:03:59	2023-07-09 09:16:00	2023-07-09 09:19:45	com.apple.mobilesafari	cloudd/com.apple.mobilesafari	Process	0.0	0.0	15819.0	9140.0
2023-07-09 11:04:02	2023-07-09 09:16:00	2023-07-09 11:09:25	com.apple.SafariBookmarksSyncAgent	SafariBookmarksSyncAgent/com.apple.SafariBookmarksSyncAgent	Process	0.0	0.0	11245.0	2899.0
2023-07-09 11:04:08	2023-07-09 09:16:00	2023-07-09 10:24:19	com.apple.datausage.siri	parsecd/com.apple.datausage.siri	Process	0.0	0.0	1754.0	840.0
2023-07-09 11:04:10	2023-07-09 09:16:32	2023-07-09 09:18:31	com.apple.mobilesafari	com.apple.Safari/com.apple.mobilesafari	Process	0.0	0.0	1424.0	1159.0
2023-07-09 11:04:10	2023-07-09 09:17:47	2023-07-09 09:17:47	com.apple.datausage.media	mediaserverd/com.apple.datausage.media	Process	0.0	0.0	9967.0	4265.0
2023-07-09 11:05:40	2023-07-09 10:32:43	2023-07-09 11:03:59	com.apple.datausage.findmyiphone	findmydeviced/com.apple.datausage.findmyiphone	Process	0.0	0.0	44736.0	31807.0
2023-07-09 11:05:53	2023-07-09 10:32:44	2023-07-09 11:05:55	com.apple.datausage.itunesaccount	itunesstored/com.apple.datausage.itunesaccount	Process	0.0	0.0	6699.0	1740.0
2023-07-09 11:11:15	2023-07-09 10:42:20	2023-07-09 11:04:30	com.apple.datausage.diagnostics	system.diagnostics/com.apple.datausage.diagnostics	Process	0.0	0.0	110717.0	50091.0
2023-07-09 11:11:19	2023-07-09 10:42:28	2023-07-09 10:42:59	com.apple.datausage.security	securityd/com.apple.datausage.security	Process	0.0	0.0	11713.0	4328.0
2023-07-09 11:12:08	2023-07-09 10:42:28	2023-07-09 11:04:58	com.apple.datausage.icloud	cloudd/com.apple.datausage.icloud	Process	0.0	0.0	1546.0	2579.0
